BERNOULLI,Rate1,Rate1pct,Rate10pct,Selet_Value_high,Select_Value_low,Select_Value_aver
0.946,0.021,0.155,0.343,103.52306991829543,-7.984,34.939686990381496
0.949,0.016,0.126,0.315,110.87727864341981,-7.928,34.01323378312477
0.952,0.034,0.159,0.314,118.0807636825145,-7.992,37.428001371604594
0.955,0.015,0.12,0.295,124.08255501534093,-7.856,37.26531066141973
0.958,0.013,0.1,0.29,134.00751470710847,-7.932,39.716835531018226
0.961,0.016,0.09,0.284,143.09832997557646,-7.92,41.776109929457476
0.964,0.023,0.094,0.262,155.25410522613913,-7.864,42.77508845445819
0.967,0.02,0.101,0.256,171.52719775587508,-7.976,46.24828354759617
0.97,0.024,0.074,0.242,187.71202796696932,-7.944,48.4844853847326
0.973,0.026,0.064,0.22,206.98809809014782,-7.896,49.943337999727305
0.976,0.021,0.07,0.225,230.85118817674285,-7.7684412199770625,58.789800535962954
0.979,0.036,0.073,0.235,269.3445120482977,-7.8412249892268475,68.2596428175619
0.982,0.035,0.058,0.201,308.96351348825687,-7.465996784666366,69.12248212276388
0.985,0.025,0.045,0.187,370.3059174895914,-7.988,73.90940107213645
0.988,0.055,0.083,0.187,459.77649408702894,-7.904,97.19602407795753
0.991,0.067,0.082,0.18,612.2402479101336,-7.4903821481168125,116.97927090535919
0.994,0.131,0.145,0.246,918.0661897782749,-7.579146340257833,187.95261644263402
0.997,0.23,0.233,0.31,1761.6346744999453,-6.883175472362884,334.75326424295747
